layer,mean_margin_recovery,median_margin_recovery,n,position_group,positive_fraction,task
11,-0.00016991813497805173,0.0,13,random_prompt,0.15384615384615385,employees_count_total
12,3.3446123490214925e-06,0.0,13,random_prompt,0.3076923076923077,employees_count_total
13,-8.639041553407523e-05,0.0,13,random_prompt,0.15384615384615385,employees_count_total
14,-0.00014670842294712362,0.0,13,random_prompt,0.23076923076923078,employees_count_total
15,-9.322106960987419e-05,0.0,13,random_prompt,0.15384615384615385,employees_count_total
16,-0.00015829432191698096,0.0,13,random_prompt,0.07692307692307693,employees_count_total
17,-5.4398560949528286e-05,0.0,13,random_prompt,0.23076923076923078,employees_count_total
18,-4.3171066717362806e-05,0.0,13,random_prompt,0.23076923076923078,employees_count_total
19,-6.0577702344359097e-05,0.0,13,random_prompt,0.15384615384615385,employees_count_total
20,-2.8739493042297413e-05,0.0,13,random_prompt,0.23076923076923078,employees_count_total
21,7.763532535366248e-06,0.0,13,random_prompt,0.3076923076923077,employees_count_total
22,-7.490816387321813e-05,0.0,13,random_prompt,0.23076923076923078,employees_count_total
23,-3.972616949036594e-05,0.0,13,random_prompt,0.15384615384615385,employees_count_total
24,-5.490562293834663e-07,0.0,13,random_prompt,0.23076923076923078,employees_count_total
25,-8.878452499159368e-05,0.0,13,random_prompt,0.15384615384615385,employees_count_total
26,-6.279337169729902e-05,0.0,13,random_prompt,0.3076923076923077,employees_count_total
27,-2.887567429393144e-05,0.0,13,random_prompt,0.23076923076923078,employees_count_total
28,-8.149807803328313e-05,0.0,13,random_prompt,0.15384615384615385,employees_count_total
29,-9.906652377398196e-06,0.0,13,random_prompt,0.3076923076923077,employees_count_total
30,3.457862859227247e-05,0.0,13,random_prompt,0.38461538461538464,employees_count_total
31,0.0,0.0,13,random_prompt,0.0,employees_count_total
