head,layer,mean_margin_recovery,median_margin_recovery,n,node_id,node_type,positive_fraction,task
25,30,-0.04483541162264538,-0.03528948779386018,12,attn:30-25,attn,0.0,ceo_lastname
26,30,0.030514547017549815,0.023018043138849344,12,attn:30-26,attn,1.0,ceo_lastname
27,30,0.047798409688624456,0.03338561375464004,12,attn:30-27,attn,1.0,ceo_lastname
28,30,0.00010944906056805597,-7.031983170563494e-09,12,attn:30-28,attn,0.4166666666666667,ceo_lastname
29,30,-0.0010394845368716205,-0.0010928713348102906,12,attn:30-29,attn,0.25,ceo_lastname
3,30,0.00034623547047265267,7.96611871093997e-09,12,attn:30-3,attn,0.5833333333333334,ceo_lastname
30,30,0.013929607854705489,0.0023548093041048574,12,attn:30-30,attn,0.8333333333333334,ceo_lastname
31,30,0.00017300514911570424,1.697576221651492e-05,12,attn:30-31,attn,0.5833333333333334,ceo_lastname
4,30,-9.07537400902007e-05,-5.0915155012346884e-08,12,attn:30-4,attn,0.25,ceo_lastname
5,30,-2.4349377714874023e-05,-1.0464937749787148e-10,12,attn:30-5,attn,0.3333333333333333,ceo_lastname
6,30,0.00330261228129459,0.002549129047942927,12,attn:30-6,attn,0.9166666666666666,ceo_lastname
7,30,0.0011835595024712485,4.4815521103789606e-09,12,attn:30-7,attn,0.5,ceo_lastname
8,30,-0.00014025238118081749,-1.409210137020571e-07,12,attn:30-8,attn,0.4166666666666667,ceo_lastname
9,30,0.003682521632097483,0.002854939913819119,12,attn:30-9,attn,0.8333333333333334,ceo_lastname
0,31,-0.0020045099555575916,-0.0021683089172666306,12,attn:31-0,attn,0.08333333333333333,ceo_lastname
1,31,0.019736019619951525,0.015835207131962764,12,attn:31-1,attn,1.0,ceo_lastname
10,31,0.003208526152588822,5.368705714072981e-08,12,attn:31-10,attn,0.5833333333333334,ceo_lastname
11,31,-0.015259775541182663,-0.011898642154879277,12,attn:31-11,attn,0.0,ceo_lastname
12,31,-0.00023409840931793626,-5.9099955947734875e-05,12,attn:31-12,attn,0.3333333333333333,ceo_lastname
13,31,0.0007835722460628852,0.000694396328191223,12,attn:31-13,attn,0.6666666666666666,ceo_lastname
14,31,-0.000912801916290102,0.000707789006414602,12,attn:31-14,attn,0.6666666666666666,ceo_lastname
15,31,-0.00011571596079033565,-0.00024389036339059387,12,attn:31-15,attn,0.3333333333333333,ceo_lastname
16,31,-5.17000993885033e-05,5.975402813838615e-10,12,attn:31-16,attn,0.5,ceo_lastname
17,31,7.520381306699193e-05,1.3901859949073282e-08,12,attn:31-17,attn,0.5833333333333334,ceo_lastname
18,31,-0.0001866731664111718,-2.4763543460437624e-07,12,attn:31-18,attn,0.3333333333333333,ceo_lastname
19,31,6.517927944304221e-05,-5.187745685533468e-06,12,attn:31-19,attn,0.3333333333333333,ceo_lastname
2,31,-0.018769129292642087,-0.015298577009565422,12,attn:31-2,attn,0.0,ceo_lastname
20,31,0.0025267187325202804,0.0010259878043273707,12,attn:31-20,attn,0.8333333333333334,ceo_lastname
21,31,0.003815346386250012,0.0014346686357716194,12,attn:31-21,attn,0.75,ceo_lastname
22,31,-0.0007553764655773629,-0.00024778204430635394,12,attn:31-22,attn,0.4166666666666667,ceo_lastname
23,31,-0.0017392958380611763,-0.0017052593608989216,12,attn:31-23,attn,0.16666666666666666,ceo_lastname
24,31,0.00141633566455574,0.0008173233350925806,12,attn:31-24,attn,0.8333333333333334,ceo_lastname
25,31,-0.0017136505929895886,-0.0008355498489633454,12,attn:31-25,attn,0.25,ceo_lastname
26,31,0.0011691216449286107,0.0008879262557230786,12,attn:31-26,attn,0.6666666666666666,ceo_lastname
27,31,-0.00019784414253566952,-1.0404658826451628e-05,12,attn:31-27,attn,0.25,ceo_lastname
28,31,0.0022507844227158567,0.0014626487778798462,12,attn:31-28,attn,0.9166666666666666,ceo_lastname
29,31,0.00015546863423213062,1.035098820948532e-06,12,attn:31-29,attn,0.5833333333333334,ceo_lastname
3,31,0.0164206511870511,0.014850689958733447,12,attn:31-3,attn,1.0,ceo_lastname
30,31,0.0002435705428621451,-2.6889312662273763e-09,12,attn:31-30,attn,0.4166666666666667,ceo_lastname
31,31,-0.0005005975249383941,-0.00038762772432346523,12,attn:31-31,attn,0.3333333333333333,ceo_lastname
4,31,-0.00018493064233133464,-9.02542134252407e-05,12,attn:31-4,attn,0.5,ceo_lastname
5,31,-0.00031533596794333917,-0.0003754952252454422,12,attn:31-5,attn,0.5,ceo_lastname
6,31,0.004790961538248644,0.003577000715930718,12,attn:31-6,attn,0.8333333333333334,ceo_lastname
7,31,0.006160642919328014,0.00521870056389846,12,attn:31-7,attn,1.0,ceo_lastname
8,31,-0.00013782382155591585,-1.4032696692353267e-05,12,attn:31-8,attn,0.3333333333333333,ceo_lastname
9,31,-0.0016028468210063755,-0.0016715225508033829,12,attn:31-9,attn,0.16666666666666666,ceo_lastname
,24,0.01343864091270488,0.008109458322095475,12,mlp:24,mlp,0.8333333333333334,ceo_lastname
,25,0.0034504459693848574,0.0015800301680318166,12,mlp:25,mlp,0.6666666666666666,ceo_lastname
,26,0.00948136130854731,0.009024865490797649,12,mlp:26,mlp,0.9166666666666666,ceo_lastname
,27,0.007538080001477913,0.008498773110882783,12,mlp:27,mlp,0.75,ceo_lastname
,28,0.04631123010530486,0.03153836708724168,12,mlp:28,mlp,0.9166666666666666,ceo_lastname
,29,0.007439791994444012,0.004642322739925512,12,mlp:29,mlp,0.6666666666666666,ceo_lastname
